Dataset,threshold,parallelism,max n-ary,relations,attributes,unary,n-ary,attributes_per_layer,candidates_per_layer,pINDs_per_layer,CHUNK_SIZE,SORT_SIZE,MERGE_SIZE,VALIDATION_SIZE,total_time,sort_times,merge_times,validate_times,generate_times,CHUNK_FILES,SORT_FILES,MERGE_FILES,use_filter,refine_filter
european union,1.0,5,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",3037365,27115008,286,406950,52136,"[17140, 3623, 1971, 181, 91, 4]","[5674, 136, 599, 37, 10, 2]","[3419, 341, 376, 106, 30, 6]","[97, 139, 214, 29, 5, 1]",73,142,85,True,True
data.gov,1.0,5,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",3037365,27115008,286,406950,48967,"[15041, 17850]","[3116, 565]","[2511, 161]",[55],59,111,25,True,True
TPCH_1,1.0,5,1,8,61,96,0,[61],[3660],[96],3037365,27115008,286,406950,46620,[20296],[9375],[4312],,44,44,8,True,True
european union,1.0,5,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",1518152,2816901,417,653234,50453,"[16528, 3618, 2102, 196, 92, 5]","[5467, 136, 723, 41, 12, 0]","[3486, 298, 445, 93, 30, 4]","[102, 134, 61, 24, 6, 1]",111,203,85,True,True
data.gov,1.0,5,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",1518152,2816901,417,653234,49286,"[13866, 18351]","[3665, 857]","[2513, 136]",[56],105,203,25,True,True
TPCH_1,1.0,5,1,8,61,96,0,[61],[3660],[96],1518152,2816901,417,653234,46976,[19532],[10263],[4559],,82,82,8,True,True
european union,1.0,7,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",14653009,12672133,460,565000,51495,"[16051, 4244, 1869, 180, 102, 6]","[5551, 138, 640, 52, 11, 2]","[3585, 327, 361, 92, 33, 5]","[104, 136, 160, 27, 6, 0]",43,95,85,True,True
data.gov,1.0,7,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",14653009,12672133,460,565000,49367,"[16054, 17835]","[2874, 204]","[2651, 180]",[65],23,39,25,True,True
TPCH_1,1.0,7,1,8,61,96,0,[61],[3660],[96],14653009,12672133,460,565000,45448,[21093],[6847],[4645],,14,14,8,True,True
european union,1.0,9,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",4324197,17894822,856,613386,48332,"[15359, 2615, 1976, 173, 82, 5]","[5600, 129, 634, 39, 10, 1]","[3498, 312, 312, 87, 33, 6]","[97, 133, 47, 24, 7, 0]",61,124,85,True,True
data.gov,1.0,9,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",4324197,17894822,856,613386,42578,"[12383, 13462]","[3393, 466]","[2695, 204]",[71],45,83,25,True,True
TPCH_1,1.0,9,1,8,61,96,0,[61],[3660],[96],4324197,17894822,856,613386,42622,[16567],[8806],[4711],,33,33,8,True,True
